Name,Make,Model,State,Last Annual Mileage
Zachary Reese,Maserati,Bora,NY,17328
Sarah Wall,Cadillac,Fleetwood,MA,8675
Sarah Wall,Pontiac,Firebird,MA,10517
Benjamin Gibson,Porsche,914-2,CT,18773
Linda Morales,Maserati,Bora,NY,18982
Sara Williams,Ferrari,Dino,MA,12074
Erika Nelson,AMC,Javelin,MA,12028
Kathleen Miller,Mazda,RX4,MA,13099
Kathleen Miller,Ford,Pantera,MA,15955
Timothy Adkins,Cadillac,Fleetwood,MA,9305
Devin Hunter,Volvo,142E,CT,18033
Jeffrey Russo,Porsche,914-2,NJ,18202
Briana Key,Hornet,Sportabout,MA,11022
Alyssa Dean,Lincoln,Continental,MA,19410
Alyssa Dean,Ford,Pantera,MA,8036
Rebecca Nguyen,Lincoln,Continental,PA,9656
Lisa Brown,Hornet,4,NJ,8631
Adrienne Fuller,Pontiac,Firebird,NJ,16907
Lisa Cole,Hornet,Sportabout,PA,17742
Regina Griffith,Dodge,Challenger,MA,15650
Curtis Case,Pontiac,Firebird,MA,9682
Tracy Williams,Fiat,128,ME,19780
Logan Blevins,Toyota,Corona,PA,17722
Trevor Obrien,Toyota,Corona,PA,11970
Larry Carroll,Datsun,710,RI,10955
Larry Dixon,Mazda,RX4b,NJ,19071
Larry Dixon,Lincoln,Continental,NJ,8240
Larry Dixon,Porsche,914-2,NJ,8565
Michael Hartman,Ferrari,Dino,VT,13784
Michael Hartman,Hornet,4,VT,13032
Linda Bailey,Lincoln,Continental,CT,14295
Kristen Cox,Honda,Civic,NH,12290
Kristen Cox,Porsche,914-2,NH,14528
Jean Chen,Porsche,914-2,MA,16142
Kristina Welch,Chrysler,Imperial,PA,19509
Kristina Welch,Chrysler,Imperial,PA,14707
Robin Martin,Datsun,710,MA,15471
Mercedes Nash,Mazda,RX4b,MA,13394
Mercedes Nash,Lotus,Europa,MA,16643
Katherine Navarro,Camaro,Z28,NY,16247
Alexander Rogers,Duster,360,NY,12889
Amanda Jones,Duster,360,RI,16415
Gabriel Ayala,Porsche,914-2,MA,16415
Julie Jones,Chrysler,Imperial,ME,11117
Donald Collins,Honda,Civic,ME,16699
Tina Mcclure,Lincoln,Continental,NY,11064
Nancy Reyes,Hornet,4,ME,13597
Brooke Jones,Toyota,Corona,PA,11452
David Harvey,Fiat,X1-9,MA,9989
Jason Miller,Fiat,,NY,16107
James Rodriguez,Chrysler,Imperial,NY,17437
Jasmine Davis,Hornet,4,CT,15247
Jasmine Davis,Ford,Pantera,CT,13181
Cindy Morrow,Chrysler,Imperial,NY,17382
John Harris,Camaro,Z28,VT,15750
Chase Smith,Honda,Civic,NY,11872
Sandra Woods,Toyota,Corona,NY,15027
Mario Lutz,Fiat,X1-9,VT,9774
Chelsea Johnson,Datsun,710,NH,15429
Chelsea Johnson,Volvo,142E,NH,10734
Jesus Stevens,Duster,360,NJ,12428
Lisa Kirby,Ferrari,Dino,MA,17219
Lisa Kirby,Dodge,Challenger,MA,12439
Matthew Clark,Ferrari,Dino,VT,17414
Thomas Williams,Duster,360,NY,14781
Jennifer Adams,Lotus,Europa,MA,8671
Paul Barrett,Ford,Pantera,PA,10763
Suzanne Mccoy,Ferrari,Dino,NY,18633
Tracy Mills,Mazda,RX4,ME,10937
Richard Black,Lotus,Europa,CT,16354
Lisa Guerrero,Merc,240D,NH,19243
Sean Mata,Chrysler,Imperial,MA,13355
Tanner Cline,Fiat,X1-9,ME,15215
Ariel Ryan,Lotus,Europa,NY,8396
Isabella Johnson,Datsun,710,NY,14993
Bailey Smith,Datsun,710,RI,9196
William Kramer,Ferrari,Dino,PA,15815
Jessica Wilson,Volvo,142E,NY,17908
Johnny Williams,AMC,Javelin,RI,10000
Joyce Wilson,Porsche,914-2,NY,16479
Carrie Dawson,Volvo,142E,MA,11463
Carrie Dawson,Lincoln,Continental,MA,9537
Dalton Diaz,Volvo,142E,CT,14589
James Flynn,Camaro,Z28,VT,11803
James Flynn,Ferrari,Dino,VT,19076
Kathryn Silva,Mazda,RX4,CT,12050
Kathryn Silva,Mazda,RX4,CT,13805
David Jones,Merc,230,NY,8413
Nicholas Jennings,Toyota,Corolla,MA,17017
Joel Webster,Dodge,Challenger,NY,18398
Kathy Ross,Lincoln,Continental,NY,8604
Stephen Boyle,AMC,Javelin,MA,11155
Aaron Clark,Ford,Pantera,MA,16788
Kendra Williams,Camaro,Z28,PA,10953
Susan Anderson,Cadillac,Fleetwood,NJ,18150
Jillian Carlson,Lincoln,Continental,NY,9551
Jillian Carlson,Camaro,Z28,NY,10350
Joshua Harris,Chrysler,Imperial,NH,8375
Timothy Hodges,Ford,Pantera,MA,12102
Robert Miller,Camaro,Z28,CT,19853
Janet Farmer,Dodge,Challenger,MA,19078
Jesse Bradley,Hornet,4,NH,8511
Rhonda Ferguson,Mazda,RX4b,NJ,14727
Olivia Allen,Hornet,4,NY,18449
Andrew Stewart,Lincoln,Continental,MA,18993
Dustin Ford,Cadillac,Fleetwood,MA,13965
Colton Lozano,Mazda,RX4,MA,8678
Sharon Moore,Toyota,Corona,NY,13174
Sharon Moore,Mazda,RX4,NY,19942
Brandon Stewart,Datsun,710,NY,13479
Brandon Stewart,Fiat,128,NY,18746
Holly Mosley,Hornet,Sportabout,NY,17617
Michael Sullivan,Porsche,914-2,PA,10447
Lauren Ramirez,Lotus,Europa,NY,9704
Elizabeth Carlson,Honda,Civic,NY,9597
Jennifer Meza,Porsche,914-2,CT,18757
Kathy Schroeder,Honda,Civic,CT,17349
Kathy Schroeder,Honda,Civic,CT,10442
Luis Cross,Pontiac,Firebird,MA,9808
Christopher Wolfe,Mazda,RX4b,MA,17602
Christopher Vasquez,Pontiac,Firebird,ME,9662
Christopher Bell,Lotus,Europa,MA,15563
Gregory Guzman,Maserati,Bora,NJ,9048
Lauren Vasquez,Datsun,710,NY,17606
Jacob Dennis,Cadillac,Fleetwood,CT,8522
Tonya Stevens,Camaro,Z28,MA,16687
Deborah Chung,Maserati,Bora,NJ,11955
Calvin Jones,Mazda,RX4b,PA,15911
Calvin Jones,Volvo,142E,PA,10357
Calvin Jones,Datsun,710,PA,10805
David Smith,Pontiac,Firebird,PA,16364
Wesley Johnson,Ford,Pantera,PA,13147
Jose Lowe,Fiat,,NY,17479
Melissa Price,Porsche,914-2,NY,11952
Marissa Smith,Merc,280,NJ,18610
Marissa Smith,Cadillac,Fleetwood,NJ,16233
Jessica Parker,Maserati,,MA,10613
Jessica Parker,Chrysler,Imperial,MA,15099
Patrick Walker,Cadillac,Fleetwood,MA,14068
Jeremiah Miller,Mazda,RX4,ME,15357
Jeremiah Miller,Pontiac,Firebird,ME,17387
Michael Glass,Pontiac,Firebird,NJ,11216
Jamie Wilkinson,Toyota,Corona,RI,19548
Jamie Wilkinson,Lincoln,Continental,RI,9305
Sara Schmitt,Toyota,Corona,NY,10784
Sara Schmitt,Merc,230,NY,19814
Rebecca Burke,Ford,Pantera,NJ,8084
Jose Stephens,Volvo,142E,MA,15172
Jose Stephens,Hornet,Sportabout,MA,12491
Tyler James,Volvo,142E,NH,12647
Melissa Wagner,Toyota,Corolla,NJ,9141
Melissa Wagner,AMC,Javelin,NJ,19670
Latoya Castro,Ford,Pantera,ME,15176
Shelby Hansen,Cadillac,Fleetwood,CT,10690
Scott Brown,Maserati,Bora,NY,14784
Matthew Green,Dodge,Challenger,NY,18038
Ryan Franco,Mazda,RX4,NJ,16187
Elizabeth Thomas,Hornet,4,NH,15465
Stephanie Le,Maserati,Bora,VT,10321
Brian Dean,Camaro,Z28,MA,17678
Dale Gibbs,Chrysler,Imperial,NY,14229
Kenneth Carlson,Ferrari,Dino,VT,8313
Steven Franklin,Porsche,914-2,NY,10228
Ashley Stevens,Pontiac,Firebird,NY,16682
Tina Wright,Chrysler,Imperial,NJ,18249
Kevin Goodwin,Datsun,710,ME,13061
Steven Johnson,Volvo,142E,NJ,15675
Kelly Harrington,Duster,360,PA,15528
Amanda Rodriguez,Maserati,,NJ,13851
Danielle Rogers,Porsche,914-2,PA,8680
Michael Ruiz,Camaro,Z28,NJ,13963
Jennifer Hopkins,Hornet,4,CT,15858
Jennifer Hopkins,Pontiac,Firebird,CT,16858
Darlene Tucker,Porsche,914-2,NH,9870
Darlene Tucker,Chrysler,Imperial,NH,14508
Darlene Tucker,Pontiac,Firebird,NH,18530
Justin Berg,Volvo,142E,NH,14162
Justin Berg,Duster,360,NH,17638
John Grant,Duster,360,NY,17488
Todd Williams,Merc,240D,NY,17300
Todd Williams,Volvo,142E,NY,12694
Shannon Dyer,Volvo,142E,NJ,13865
Jason Campbell,Volvo,142E,ME,18562
John Jones,Lincoln,Continental,NY,12871
Jason Fuller,Porsche,914-2,CT,10754
Jason Fuller,Maserati,Bora,CT,12907
Justin Strickland,Mazda,RX4,NY,19612
Justin Strickland,Ford,Pantera,NY,11869
Gina Sexton,Duster,360,MA,9907
Matthew Long,Volvo,142E,MA,11462
Alicia Harris,Volvo,142E,NY,12471
Russell Gilbert,Datsun,,NY,16549
Ronald Nichols,Fiat,X1-9,VT,19325
Christopher Wallace,AMC,Javelin,NY,16945
Christian Garcia,Datsun,710,CT,8483
Christian Garcia,Lotus,Europa,CT,8378
Shelia Gardner,Dodge,Challenger,NJ,12363
Jonathan Welch,Fiat,X1-9,RI,14262
Diane Garner,Fiat,X1-9,CT,17425
Harry Carlson,Duster,360,MA,11711
Vernon Hill,Ford,Pantera,CT,14077
Vernon Hill,Porsche,914-2,CT,18841
Shelby Hernandez,Honda,Civic,CT,17584
Justin Boyle,Chrysler,Imperial,PA,18750
Amber Edwards,Dodge,Challenger,NY,17527
Christopher Edwards,Maserati,Bora,NY,11998
Christopher Edwards,Ford,Pantera,NY,8888
Ariel Martin,Camaro,Z28,PA,16497
Mary Parrish,Cadillac,Fleetwood,NJ,16631
Alexandra Bishop,Chrysler,Imperial,RI,14996
Melissa Gomez,Chrysler,Imperial,MA,18635
Justin Wallace,Ferrari,Dino,PA,19145
Thomas Santiago,Duster,360,NY,10674
Laura Floyd,Ford,Pantera,NY,12499
Laura Floyd,Duster,360,NY,19022
Vanessa Hayes,Lotus,Europa,NJ,12730
Vanessa Hayes,Honda,Civic,NJ,8003
Jessica Jones,Volvo,142E,NY,18506
Keith Jones,Volvo,142E,NJ,17027
Rebecca Smith,Volvo,,NY,15514
Rachel Ramirez,Camaro,Z28,NY,10088
Jennifer Davis,Hornet,Sportabout,CT,9506
Tiffany Pierce,Lotus,Europa,NH,8829
Tiffany Pierce,Mazda,,NH,13801
Eric Hoffman,Ferrari,Dino,MA,10716
Aaron Turner,Honda,Civic,NY,14099
Kimberly Simon,Merc,450SE,NY,17452
Maria Harris,Lincoln,Continental,NJ,17348
Linda Fuller,Chrysler,Imperial,PA,12040
Glenn Brown,Porsche,914-2,CT,8075
Rachel Davis,Mazda,RX4b,NJ,15052
Amy Burton,Lincoln,Continental,PA,13821
Tracy Hunt,Datsun,710,MA,14344
Tracy Hunt,Porsche,914-2,MA,15732
Shelly Foster,Lincoln,Continental,PA,9392
Ashley Gibson,Porsche,914-2,MA,18761
Rita Wade,Porsche,914-2,NY,18057
Angelica Thomas,Fiat,X1-9,RI,19807
Angelica Thomas,Maserati,Bora,RI,8638
Kevin Gonzalez,Hornet,Sportabout,MA,10761
Michelle Eaton,Duster,360,VT,15808
Michelle Eaton,Toyota,Corolla,VT,18274
Victor Williams,Hornet,Sportabout,ME,9282
David Williams,Porsche,914-2,VT,17442
Patricia Elliott,Merc,450SE,ME,17513
Patricia Elliott,Chrysler,Imperial,ME,10267
Zachary Jones,Dodge,Challenger,MA,13383
Laura Harrell,Merc,280,RI,8097
Danielle Rubio,Honda,Civic,NY,10439
Ricardo Leon,Fiat,128,NH,10664
Crystal Coleman,Merc,240D,MA,14767
Mark Ryan,Dodge,Challenger,ME,9129
Christopher Morgan,Pontiac,Firebird,CT,18384
Teresa Bass,Camaro,Z28,CT,18146
Elizabeth Berry,Ford,Pantera,PA,13742
Dana Long,Chrysler,Imperial,MA,13271
Christina Bird,Dodge,Challenger,NY,17176
Dawn Tyler,Honda,Civic,MA,19130
Colton Salazar,Chrysler,Imperial,NY,8683
Colton Salazar,Toyota,Corona,NY,17386
Kim Mason,Lotus,Europa,NY,11163
Richard Cunningham,Lotus,Europa,NY,14286
Eric Edwards,Volvo,142E,MA,18704
Katherine Jordan,Pontiac,Firebird,PA,9942
Bradley Andrews,Merc,240D,NY,17770
Bradley Andrews,Duster,360,NY,15328
Heidi Woodard,Honda,Civic,CT,14336
David Glover,Toyota,Corona,NY,19071
Stephanie Hodge,Datsun,710,NY,14366
Becky Cross,Toyota,Corolla,NY,11977
Dana Mcguire,Honda,,CT,19522
Emily Medina,Mazda,RX4b,NY,19039
Emily Medina,Dodge,Challenger,NY,12328
Valerie Smith,Maserati,Bora,MA,11791
Courtney Carter,Cadillac,Fleetwood,NY,10216
Courtney Carter,Mazda,RX4,NY,15184
Danielle Byrd,Chrysler,Imperial,NJ,10606
Joanne Estes,Volvo,142E,CT,14781
Erin Davis,Ford,Pantera,NJ,16377
Erin Davis,Cadillac,Fleetwood,NJ,9123
Angela Newton,Duster,360,PA,17363
Angela Newton,Chrysler,Imperial,PA,19372
Pamela Grant,Honda,Civic,NY,13133
Pamela Grant,Honda,Civic,NY,13291
Pamela Grant,Chrysler,Imperial,NY,11683
Michelle Evans,Mazda,RX4b,MA,18885
Mary Willis,Fiat,X1-9,NY,17871
Kenneth Osborne,Lotus,Europa,NY,13284
Victor Lewis,Fiat,X1-9,NJ,11179
Amy Daniels,Pontiac,Firebird,VT,12073
Amy Daniels,Chrysler,Imperial,VT,12549
Amber Moses,Merc,240D,PA,15698
Marilyn Johnson,Ferrari,Dino,ME,14840
Jenny Hardin,Fiat,X1-9,ME,12568
Virginia Sexton,Fiat,X1-9,NY,14131
Virginia Sexton,Merc,240D,NY,8996
Steven Price,Datsun,710,NY,16137
Steven Price,AMC,Javelin,NY,16190
William Mcdonald,Datsun,710,RI,8439
Charles Ellis,Ford,Pantera,PA,10154
Charles Ellis,AMC,Javelin,PA,15029
Laurie Bridges,Duster,360,VT,17993
Anthony Trujillo,Chrysler,,NJ,16490
Anthony Trujillo,Cadillac,Fleetwood,NJ,18596
Robert Thompson,Volvo,142E,VT,15893
John James,Mazda,RX4,NY,13328
John James,Ford,Pantera,NY,16580
Dennis Brown,Duster,360,VT,10743
Christopher Scott,Pontiac,Firebird,NH,18729
Jeremy Wilson,Datsun,710,NH,10500
Lisa Chang,Maserati,Bora,NH,19223
Lisa Chang,Fiat,X1-9,NH,12030
Ashley Neal,Duster,360,PA,8477
Erica Porter,Honda,Civic,MA,9095
Jared Roberts,Datsun,710,NY,11697
Christopher Moody,Duster,360,NY,11226
Christopher Moody,Maserati,Bora,NY,15282
David Lopez,Maserati,Bora,RI,18030
Deborah Martin,Mazda,RX4b,ME,9327
Deborah Martin,Camaro,Z28,ME,10845
Dana Baker,Pontiac,Firebird,NH,8528
Lindsey Ramos,Pontiac,Firebird,NY,10949
Kayla Farley,Ferrari,Dino,NH,10253
Dave Johnson,Fiat,128,NJ,11815
Nicole Booker,Maserati,Bora,NJ,13067
Jason Rogers,AMC,Javelin,NJ,13856
Jill Gross,Maserati,Bora,PA,15616
Jill Gross,Cadillac,Fleetwood,PA,14917
Alexandra Mclean,Chrysler,Imperial,NY,12244
Chris Duncan,Duster,360,NY,8542
Michael Johnson,AMC,Javelin,NY,13509
Angel Bryant,Ford,Pantera,NJ,11546
Bethany Martinez,Mazda,RX4,PA,10421
Kristina Jones,Pontiac,Firebird,NJ,15682
Sheena Nguyen,Lotus,Europa,NJ,13363
Sheena Nguyen,Honda,Civic,NJ,12079
Donald Taylor,Honda,Civic,RI,10432
Michael Montgomery,Dodge,Challenger,NJ,14557
Rachael Mcintosh,Chrysler,Imperial,ME,15649
James Rodriguez,Hornet,Sportabout,NJ,13009
Eric Lang,Pontiac,Firebird,PA,18278
Eric Lang,Fiat,128,PA,16633
Christopher Mosley,Ford,Pantera,NY,8448
David Barber,Toyota,Corolla,PA,12544
Gregory Roberson,Pontiac,Firebird,RI,10005
Karen Johnson,Lincoln,Continental,NY,9495
Tara Poole,Fiat,X1-9,NY,13692
Melissa Molina,Camaro,Z28,NH,16715
Nicholas Reid,Hornet,4,MA,12342
Elaine Lindsey,Lotus,Europa,NH,13935
Tammy Mason,Chrysler,Imperial,NJ,16593
Jeremiah Lin,Duster,360,MA,9434
Wanda Kane,Honda,Civic,VT,17429
Curtis Davis,Toyota,Corolla,ME,10462
Grace Gray,Camaro,Z28,VT,9838
Ronald White,Datsun,710,NY,16709
Michelle Thompson,Ferrari,Dino,NY,16095
John Martinez,Toyota,Corolla,RI,8018
Matthew Green,Ford,Pantera,NJ,10541
Matthew Green,Fiat,128,NJ,17338
Christopher Rivera,Volvo,142E,NH,17959
Lori Schaefer,Hornet,4,PA,13642
Lori Schaefer,Camaro,Z28,PA,13846
Katherine Carter,Duster,360,NJ,15005
Bradley Hahn,Ford,Pantera,CT,16864
Bradley Hahn,Honda,Civic,CT,10693
Alexandria Smith,Lotus,Europa,NY,16687
Barry Murray,Chrysler,Imperial,MA,9695
Barry Murray,Volvo,142E,MA,18751
Scott Miller,Volvo,142E,RI,18463
Matthew Gonzalez,Toyota,Corona,MA,11255
Terry Kirk,Volvo,142E,NJ,11395
Nicole Huerta,Ford,Pantera,NY,18305
Courtney Wall,Hornet,Sportabout,RI,13700
Michael Solomon,Fiat,X1-9,CT,14183
Jessica Perkins,Lincoln,Continental,PA,9345
Jimmy Hamilton,Dodge,Challenger,NY,9557
Wendy Barnes,Volvo,142E,VT,15119
Chloe Donovan,AMC,Javelin,NY,18011
Andrew Flores,Toyota,Corona,CT,9158
Lydia Gallagher,Hornet,4,PA,11576
Susan Collins,Fiat,128,NY,11638
Joseph Roberts,AMC,Javelin,PA,10301
Joshua Anderson,Maserati,Bora,VT,19470
Steven Sanchez,Fiat,X1-9,PA,12018
Andrew Ellison,Porsche,914-2,NJ,8611
Tricia Brown,Ford,Pantera,NY,12075
Tricia Brown,Lincoln,Continental,NY,15421
Brittney Fitzpatrick,Cadillac,Fleetwood,NY,13577
Aaron Rogers,Cadillac,Fleetwood,NY,9358
Stephanie Williams,Duster,360,NJ,12583
Sarah Galvan,Hornet,Sportabout,MA,15177
Kathleen Robertson,Mazda,RX4,NY,19470
John Bauer,Pontiac,Firebird,NY,16839
Denise Adkins,Honda,Civic,NJ,19896
Joshua Alexander,Hornet,Sportabout,CT,12539
Shelley Sharp,Fiat,128,MA,19906
Shelley Sharp,Ferrari,Dino,MA,19039
Michael Goodwin,Lincoln,Continental,NJ,19957
Julie Waller,Datsun,710,VT,15617
Rachel Lawson,Mazda,RX4,MA,13697
Natalie Howard,Lotus,Europa,VT,10081
Logan Fisher,Ferrari,Dino,MA,10244
Jessica Olson,Merc,280C,CT,12874
Jessica Olson,Ford,Pantera,CT,16402
Jessica Olson,Lincoln,Continental,CT,17240
Susan Hudson,AMC,Javelin,MA,10797
Susan Hudson,Ferrari,Dino,MA,9917
Thomas Taylor,Lotus,Europa,NY,14842
Tina Moore,Dodge,Challenger,RI,14955
Barbara Rogers,Porsche,914-2,NY,19638
Rebecca Tran,Honda,Civic,PA,18098
Rebecca Tran,Lincoln,Continental,PA,9688
Cody Rosales,AMC,Javelin,ME,19045
Robert Monroe,Toyota,Corona,NY,13181
Brett Parker,Pontiac,Firebird,MA,18072
Brett Parker,Maserati,Bora,MA,11209
Lisa Carney,Honda,Civic,NY,15037
Matthew White,Ford,Pantera,NY,10155
Eric Young,Lotus,Europa,NY,9779
Robert Vang,AMC,Javelin,NY,11322
Jacob Jones,Dodge,Challenger,NJ,17385
Andrew Benitez,Duster,360,NY,9062
Eric Parsons,Toyota,Corona,NY,19222
Kimberly Perez,Honda,Civic,VT,11978
Gina Schwartz,Chrysler,Imperial,NJ,12696
Barbara Hernandez,Lincoln,Continental,VT,9060
Jessica Peterson,Fiat,X1-9,NY,17516
Tonya Mcconnell,Pontiac,Firebird,NJ,8748
Teresa Rivera,Fiat,128,PA,8829
Nathaniel Henson,Volvo,142E,PA,13914
John Norman,Lincoln,Continental,PA,16455
Theresa Riley,Hornet,4,RI,14768
Colleen Wall,Lincoln,Continental,PA,17931
Matthew Jackson,Duster,360,NY,14613
Jonathan Gomez,Merc,450SL,VT,13233
Jessica Rice,AMC,Javelin,MA,8449
Emma Burton,Fiat,128,NY,10309
Emma Burton,Honda,Civic,NY,10004
Paul Odom,Camaro,Z28,NJ,18810
Leslie Bryant,Hornet,4,CT,14025
Ernest Martinez,Porsche,914-2,NY,19928
Sandra Foster,Porsche,914-2,RI,9088
James Jackson,Ferrari,Dino,VT,15568
Timothy Martinez,Hornet,Sportabout,MA,16155
Timothy Martinez,Dodge,,MA,8671
Colleen Alexander,Ford,Pantera,NY,10926
Sheila Barber,Dodge,Challenger,NY,18481
Regina Brewer,Duster,360,PA,11124
Eric Dennis,Cadillac,Fleetwood,NY,18954
Heather Wagner,Porsche,914-2,NJ,8952
Justin Perez,Duster,360,PA,19982
Laura Smith,Chrysler,Imperial,NY,8002
Monica Russo,Honda,Civic,CT,12524
Kristen Phillips,Toyota,Corona,NY,16796
Kristen Phillips,Ford,Pantera,NY,10395
William Holloway,Hornet,Sportabout,MA,19991
Stacy Simpson,Chrysler,Imperial,CT,16917
Jason Murphy,Datsun,710,CT,14775
Kathryn Brown,Cadillac,Fleetwood,NY,16674
Melissa Parker,Volvo,142E,MA,8489
Brittany Ortega,Cadillac,Fleetwood,NY,15072
Kevin Rodriguez,Hornet,4,NY,15924
Kimberly Davidson,Mazda,RX4b,MA,8371
Richard Kelly,Porsche,914-2,NJ,11504
Stacie Riley,Duster,360,RI,18552
William Beasley,Honda,Civic,NJ,18757
William Beasley,Cadillac,Fleetwood,NJ,19132
William Beasley,Cadillac,Fleetwood,NJ,9002
Ronald Cameron,Merc,450SE,CT,16700
Amanda Stewart,Cadillac,Fleetwood,MA,19327
John Price,Honda,Civic,ME,16029
Daniel Davila,Camaro,Z28,ME,13616
Angela Berry,Duster,360,NJ,11184
Julia Mitchell,Pontiac,Firebird,MA,12979
Donna Parker,Maserati,Bora,MA,14614
Donna Parker,Lincoln,Continental,MA,18801
Brooke Robinson,Lotus,Europa,CT,10352
Duane Phillips,Volvo,142E,NJ,9581
Margaret Clark,Fiat,X1-9,PA,10799
Brandi Collins,Cadillac,Fleetwood,NJ,16387
Richard Bishop,Pontiac,Firebird,NY,14186
Patricia Lester,Maserati,Bora,PA,15773
Timothy Fletcher,Lotus,Europa,NY,16025
Timothy Fletcher,Lincoln,Continental,NY,19581
Leslie Buck,Ford,Pantera,NY,19079
Leslie Buck,Dodge,Challenger,NY,10265
Nathan Carrillo,Lotus,Europa,CT,8541
Shannon Miller,Ferrari,Dino,MA,9889
Shannon Miller,Merc,280,MA,12870
Jon Mcguire,Ferrari,Dino,MA,14509
Amy King,Lotus,Europa,NY,10482
Jessica Keller,Merc,450SLC,NY,13226
Jessica Keller,Datsun,710,NY,15284
Danielle Garza,Pontiac,Firebird,NJ,10362
Jackson Berry,Porsche,914-2,MA,8320
Jackson Berry,Lincoln,Continental,MA,19835
Tony Parks,Pontiac,Firebird,RI,9890
James Miller,Lincoln,Continental,NY,16411
Alexander Richardson,Honda,Civic,PA,13906
Monique Young,Hornet,4,ME,13534
Monique Young,Honda,Civic,ME,8154
Donna Vasquez,Maserati,Bora,NJ,10625
Jade Rivera,Duster,360,PA,11591
Jennifer Reyes,Lincoln,Continental,NY,8247
Wanda Rogers,AMC,Javelin,VT,14882
Daniel Carter,Cadillac,Fleetwood,NY,12308
Mark Callahan,Pontiac,Firebird,NJ,16241
Paul Smith,Mazda,RX4b,PA,14238
Robert Brown,Pontiac,Firebird,MA,15616
Robert Brown,Hornet,4,MA,11148
Tyler Fisher,Lotus,Europa,NJ,19892
Becky Mccoy,Pontiac,Firebird,MA,19626
Gregory Sanchez,Chrysler,Imperial,CT,15880
Harold Ritter,Toyota,Corolla,MA,14665
Teresa Rodgers,Ford,Pantera,NY,19216
Teresa Rodgers,AMC,Javelin,NY,14318
Kurt Nguyen,Volvo,142E,NH,10001
Nathan Allen,Ford,Pantera,NJ,14732
Nathan Allen,AMC,Javelin,NJ,19316
Kelly Logan,Lotus,,NY,14780
Allen Snyder,Datsun,710,ME,9609
Michael Bates,AMC,Javelin,NJ,10419
Daniel Maddox,Fiat,128,NY,15661
Levi Adams,Duster,360,CT,18661
Levi Adams,Mazda,RX4,CT,19848
Justin Russell,Porsche,914-2,NY,11412
Sharon Chapman,Hornet,Sportabout,NJ,12166
Leah Gonzalez,Lotus,Europa,NY,19399
Leah Gonzalez,Ferrari,Dino,NY,8091
Jodi Beard,Hornet,Sportabout,NY,12110
Jodi Beard,Mazda,RX4,NY,8998
Steven Davis,Toyota,Corona,PA,14572
Darlene Harrington,Hornet,Sportabout,NY,9857
Christopher Vance,Lincoln,Continental,PA,14133
Nicole Parrish,Ford,Pantera,CT,13089
Richard Bennett,Porsche,914-2,NJ,13860
Blake Gonzalez,Toyota,Corolla,MA,12241
Valerie Sanders,Ford,Pantera,NY,14103
John Fields,Duster,360,RI,15298
Laura Perez,Lotus,Europa,PA,10383
Brian Stewart,Pontiac,Firebird,NH,8503
Brian Stewart,Lincoln,Continental,NH,16853
Brian Stewart,Lincoln,Continental,NH,17474
Jessica Preston,Dodge,Challenger,NY,18722
Jessica Preston,Toyota,Corolla,NY,10563
Vernon Stephens,Merc,280,NY,9837
Daniel Schmidt,Porsche,914-2,MA,10896
Brittany Jennings,Lotus,Europa,NY,18934
Brittany Jennings,Dodge,Challenger,NY,9534
Sarah Fuller,Mazda,,NY,11124
Nicole Booth,Datsun,710,MA,10970
Erik Clayton,Fiat,X1-9,CT,16410
Taylor White,Lincoln,Continental,PA,11999
Grace Williams,AMC,Javelin,NY,12705
Jason Valdez,Volvo,142E,NJ,12835
Edward Stanley,Datsun,710,CT,16108
James Browning,Cadillac,Fleetwood,NY,15858
Paul Roberson,Mazda,RX4b,NJ,19766
Patricia Johnson,Duster,360,MA,14033
Justin White,Pontiac,Firebird,ME,19798
Justin White,Lincoln,Continental,ME,16876
Holly Rivera,Cadillac,Fleetwood,CT,17597
Amber Marquez,Datsun,710,NY,9882
Whitney Sanford,Dodge,Challenger,NY,14996
Kristy Decker,AMC,Javelin,NY,10304
Ryan Garcia,Chrysler,Imperial,MA,18937
Melissa Johnson,Duster,360,NH,12830
Andre Pacheco,Honda,Civic,NJ,9869
Andre Pacheco,Toyota,Corona,NJ,9954
Patricia Brown,Merc,230,PA,19707
William Powell,Duster,360,NH,10733
Kevin Hayes,Lincoln,Continental,NH,14659
Gina Harrison,Maserati,Bora,ME,9716
Gina Harrison,Lincoln,Continental,ME,10434
Christopher Johnson,Hornet,Sportabout,NH,9877
Sandra Romero,Merc,230,NH,19228
Amanda Kemp,Chrysler,Imperial,RI,18751
Christina Li,Toyota,Corolla,NY,18269
Kimberly Hurley,Porsche,914-2,CT,18715
Taylor Johnson,Mazda,RX4b,MA,11537
Richard Hall,Cadillac,Fleetwood,NY,12984
Jackson Tucker,Datsun,710,NY,11200
Jackson Tucker,Pontiac,Firebird,NY,11458
Michael Velez,Chrysler,Imperial,ME,18948
Jodi Andrews,Ford,Pantera,PA,11664
Lisa Haynes,Honda,Civic,NY,11698
Amanda Taylor,Porsche,914-2,NY,11268
Joanna Long,Mazda,RX4,NY,19932
Samantha Henderson,Cadillac,Fleetwood,NJ,18571
Angie Day,Cadillac,Fleetwood,NY,8420
Angie Day,Pontiac,Firebird,NY,15233
Samantha Williams,Maserati,Bora,PA,16603
Lisa Cruz,Maserati,Bora,CT,15942
Lisa Cruz,Pontiac,Firebird,CT,18571
